stimulus,stimulus_name,trial_num_exp,learning_block,gaze_block,trial_num_gaze_block,trial_num_learn_block,left_image,right_image,target_word,target_side,distractor_image,target_image,carrier_phrase,gaze_direction,gaze_target,trial_type,gaze_condition,speaker,order_name,order_number,finished?,noun,noun_type,frequency,gaze,noise,carrier,sentence_onset_sec,sentence_onset_frames,carrier_onset_sec,carrier_onset_frames,noun_onset_sec,noun_onset_frames,noun_offset_sec,noun_offset_frames,sentence_offset_sec,sentence_offset_frames,gaze_onset_sec,gaze_onset_frames,gaze_offset_sec,gaze_offset_frames,trial_onset,trial_offset_sec,trial_offset_frames,stimulus_type,order_age
098f05b649a52f4ba519acfc3a94a494_1920x1080,ol_sa_toma_nonoise_look,32,4,2,16,4,Novel25.jpg,Novel8.jpg,toma,left,Novel8.jpg,Novel25.jpg,look,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,adult
790645ac50ee49758c47b7406f10e178_1920x1080,ol_sa_toma_nonoise_look,32,4,2,16,4,Novel25.jpg,Novel8.jpg,toma,left,Novel8.jpg,Novel25.jpg,look,straight_ahead,NA,test,gaze,olivia,nogaze_gaze_gr_ol,1,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,child
b7c194e65389b822fd679ffa219da225_1920x1080,ol_sa_modi_nonoise_hey,1,1,1,1,1,Novel12.jpg,Novel16.jpg,modi,right,Novel12.jpg,Novel16.jpg,hey,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,hey,2,26,4,3,5,1,5,19,5,19,NA,NA,NA,NA,0,7,20,Composite,adult
b7c194e65389b822fd679ffa219da225_1920x1080,ol_sa_modi_nonoise_hey,1,1,1,1,1,Novel12.jpg,Novel16.jpg,modi,right,Novel12.jpg,Novel16.jpg,hey,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,hey,2,26,4,3,5,1,5,19,5,19,NA,NA,NA,NA,0,7,20,Composite,child
b8c20806a8bdfb79cbfc7405357bfea5_1920x1080,ol_sa_modi_nonoise_hey,2,1,1,2,1,Novel16.jpg,Novel3.jpg,modi,left,Novel3.jpg,Novel16.jpg,hey,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,hey,2,26,4,3,5,1,5,19,5,19,NA,NA,NA,NA,0,7,20,Composite,adult
b8c20806a8bdfb79cbfc7405357bfea5_1920x1080,ol_sa_modi_nonoise_hey,2,1,1,2,1,Novel16.jpg,Novel3.jpg,modi,left,Novel3.jpg,Novel16.jpg,hey,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,hey,2,26,4,3,5,1,5,19,5,19,NA,NA,NA,NA,0,7,20,Composite,child
b307c671f9a585bb832e959ef00a0665_1920x1080,ol_sa_modi_nonoise_look,3,1,1,3,2,Novel19.jpg,Novel16.jpg,modi,right,Novel19.jpg,Novel16.jpg,look,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,look,2,29,4,11,4,28,5,16,5,16,NA,NA,NA,NA,0,7,16,Composite,adult
b307c671f9a585bb832e959ef00a0665_1920x1080,ol_sa_modi_nonoise_look,3,1,1,3,2,Novel19.jpg,Novel16.jpg,modi,right,Novel19.jpg,Novel16.jpg,look,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,look,2,29,4,11,4,28,5,16,5,16,NA,NA,NA,NA,0,7,16,Composite,child
cd0b88c8c45e04f6c32578224879c3be_1920x1080,ol_sa_modi_nonoise_look,4,1,1,4,2,Novel16.jpg,Novel4.jpg,modi,left,Novel4.jpg,Novel16.jpg,look,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,look,2,29,4,11,4,28,5,16,5,16,NA,NA,NA,NA,0,7,16,Composite,adult
cd0b88c8c45e04f6c32578224879c3be_1920x1080,ol_sa_modi_nonoise_look,4,1,1,4,2,Novel16.jpg,Novel4.jpg,modi,left,Novel4.jpg,Novel16.jpg,look,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,look,2,29,4,11,4,28,5,16,5,16,NA,NA,NA,NA,0,7,16,Composite,child
0a06898216ee60b8294689bd9d857bef_1920x1080,ol_sa_modi_nonoise_hey,5,1,1,5,3,Novel16.jpg,Novel14.jpg,modi,left,Novel14.jpg,Novel16.jpg,hey,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,hey,2,26,4,3,5,1,5,19,5,19,NA,NA,NA,NA,0,7,20,Composite,adult
0a06898216ee60b8294689bd9d857bef_1920x1080,ol_sa_modi_nonoise_hey,5,1,1,5,3,Novel16.jpg,Novel14.jpg,modi,left,Novel14.jpg,Novel16.jpg,hey,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,hey,2,26,4,3,5,1,5,19,5,19,NA,NA,NA,NA,0,7,20,Composite,child
b55547096228e59e107ff59bd35a8240_1920x1080,ol_sa_modi_nonoise_hey,6,1,1,6,3,Novel16.jpg,Novel2.jpg,modi,left,Novel2.jpg,Novel16.jpg,hey,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,hey,2,26,4,3,5,1,5,19,5,19,NA,NA,NA,NA,0,7,20,Composite,adult
b55547096228e59e107ff59bd35a8240_1920x1080,ol_sa_modi_nonoise_hey,6,1,1,6,3,Novel16.jpg,Novel2.jpg,modi,left,Novel2.jpg,Novel16.jpg,hey,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,hey,2,26,4,3,5,1,5,19,5,19,NA,NA,NA,NA,0,7,20,Composite,child
04124e661848b182fbd0397a463de44a_1920x1080,ol_sa_modi_nonoise_look,7,1,1,7,4,Novel13.jpg,Novel16.jpg,modi,right,Novel13.jpg,Novel16.jpg,look,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,look,2,29,4,11,4,28,5,16,5,16,NA,NA,NA,NA,0,7,16,Composite,adult
04124e661848b182fbd0397a463de44a_1920x1080,ol_sa_modi_nonoise_look,7,1,1,7,4,Novel13.jpg,Novel16.jpg,modi,right,Novel13.jpg,Novel16.jpg,look,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,look,2,29,4,11,4,28,5,16,5,16,NA,NA,NA,NA,0,7,16,Composite,child
1b3bb307449e6a579ab8573807e1179f_1920x1080,ol_sa_modi_nonoise_look,8,1,1,8,4,Novel20.jpg,Novel16.jpg,modi,right,Novel20.jpg,Novel16.jpg,look,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,look,2,29,4,11,4,28,5,16,5,16,NA,NA,NA,NA,0,7,16,Composite,adult
1b3bb307449e6a579ab8573807e1179f_1920x1080,ol_sa_modi_nonoise_look,8,1,1,8,4,Novel20.jpg,Novel16.jpg,modi,right,Novel20.jpg,Novel16.jpg,look,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,modi,novel,none,straight_ahead,no_noise,look,2,29,4,11,4,28,5,16,5,16,NA,NA,NA,NA,0,7,16,Composite,child
aed6fb4909863f2eda63642d81d484be_1920x1080,ol_sa_toma_nonoise_hey,9,2,1,9,1,Novel6.jpg,Novel8.jpg,toma,right,Novel6.jpg,Novel8.jpg,hey,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,hey,3,1,4,8,5,10,5,28,5,28,NA,NA,NA,NA,0,9,13,Composite,adult
aed6fb4909863f2eda63642d81d484be_1920x1080,ol_sa_toma_nonoise_hey,9,2,1,9,1,Novel6.jpg,Novel8.jpg,toma,right,Novel6.jpg,Novel8.jpg,hey,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,hey,3,1,4,8,5,10,5,28,5,28,NA,NA,NA,NA,0,9,13,Composite,child
188cbff176f45747f0997e0052469989_1920x1080,ol_sa_toma_nonoise_hey,10,2,1,10,1,Novel8.jpg,Novel26.jpg,toma,left,Novel26.jpg,Novel8.jpg,hey,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,hey,3,1,4,8,5,10,5,28,5,28,NA,NA,NA,NA,0,9,13,Composite,adult
188cbff176f45747f0997e0052469989_1920x1080,ol_sa_toma_nonoise_hey,10,2,1,10,1,Novel8.jpg,Novel26.jpg,toma,left,Novel26.jpg,Novel8.jpg,hey,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,hey,3,1,4,8,5,10,5,28,5,28,NA,NA,NA,NA,0,9,13,Composite,child
5da256608a83d7ce40a2951ff2c1fb53_1920x1080,ol_sa_toma_nonoise_look,11,2,1,11,2,Novel17.jpg,Novel8.jpg,toma,right,Novel17.jpg,Novel8.jpg,look,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,adult
5da256608a83d7ce40a2951ff2c1fb53_1920x1080,ol_sa_toma_nonoise_look,11,2,1,11,2,Novel17.jpg,Novel8.jpg,toma,right,Novel17.jpg,Novel8.jpg,look,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,child
0e80eaf59a20c4fa819f284c1349f98f_1920x1080,ol_sa_toma_nonoise_look,12,2,1,12,2,Novel8.jpg,Novel18.jpg,toma,left,Novel18.jpg,Novel8.jpg,look,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,adult
0e80eaf59a20c4fa819f284c1349f98f_1920x1080,ol_sa_toma_nonoise_look,12,2,1,12,2,Novel8.jpg,Novel18.jpg,toma,left,Novel18.jpg,Novel8.jpg,look,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,child
60acb87f6a3488e8071629d7e06ef8b2_1920x1080,ol_sa_toma_nonoise_hey,13,2,1,13,3,Novel8.jpg,Novel1.jpg,toma,left,Novel1.jpg,Novel8.jpg,hey,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,hey,3,1,4,8,5,10,5,28,5,28,NA,NA,NA,NA,0,9,13,Composite,adult
60acb87f6a3488e8071629d7e06ef8b2_1920x1080,ol_sa_toma_nonoise_hey,13,2,1,13,3,Novel8.jpg,Novel1.jpg,toma,left,Novel1.jpg,Novel8.jpg,hey,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,hey,3,1,4,8,5,10,5,28,5,28,NA,NA,NA,NA,0,9,13,Composite,child
62d37789dd4357b8c2250e9d97c6799f_1920x1080,ol_sa_toma_nonoise_hey,14,2,1,14,3,Novel8.jpg,Novel10.jpg,toma,left,Novel10.jpg,Novel8.jpg,hey,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,hey,3,1,4,8,5,10,5,28,5,28,NA,NA,NA,NA,0,9,13,Composite,adult
62d37789dd4357b8c2250e9d97c6799f_1920x1080,ol_sa_toma_nonoise_hey,14,2,1,14,3,Novel8.jpg,Novel10.jpg,toma,left,Novel10.jpg,Novel8.jpg,hey,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,hey,3,1,4,8,5,10,5,28,5,28,NA,NA,NA,NA,0,9,13,Composite,child
5ae84dd9e3056cb0f056f69a602e817a_1920x1080,ol_sa_toma_nonoise_look,15,2,1,15,4,Novel5.jpg,Novel8.jpg,toma,right,Novel5.jpg,Novel8.jpg,look,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,adult
5ae84dd9e3056cb0f056f69a602e817a_1920x1080,ol_sa_toma_nonoise_look,15,2,1,15,4,Novel5.jpg,Novel8.jpg,toma,right,Novel5.jpg,Novel8.jpg,look,straight_ahead,NA,exposure,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,child
3ca0b169cba7e5ea3537a74ac6a58c32_1920x1080,ol_sa_toma_nonoise_look,16,2,1,16,4,Novel28.jpg,Novel8.jpg,toma,right,Novel28.jpg,Novel8.jpg,look,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,adult
3ca0b169cba7e5ea3537a74ac6a58c32_1920x1080,ol_sa_toma_nonoise_look,16,2,1,16,4,Novel28.jpg,Novel8.jpg,toma,right,Novel28.jpg,Novel8.jpg,look,straight_ahead,NA,test,straight_ahead,olivia,nogaze_gaze_ol_gr,2,yes,toma,novel,none,straight_ahead,no_noise,look,3,3,4,11,5,4,5,23,5,23,NA,NA,NA,NA,0,8,24,Composite,child
ab7763efc88dca72264e2b40d84115a2_1920x1080,gr_dr_pifo_nonoise_hey,17,3,2,1,1,Novel5.jpg,Novel15.jpg,pifo,right,Novel5.jpg,Novel15.jpg,hey,right,pifo,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,down_right,no_noise,hey,3,10,4,6,5,11,5,26,5,26,6,5,8,1,0,10,18,Composite,adult
ab7763efc88dca72264e2b40d84115a2_1920x1080,gr_dr_pifo_nonoise_hey,17,3,2,1,1,Novel5.jpg,Novel15.jpg,pifo,right,Novel5.jpg,Novel15.jpg,hey,right,pifo,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,down_right,no_noise,hey,3,10,4,6,5,11,5,26,5,26,6,5,8,1,0,10,18,Composite,child
fcfa1354c41378d651764b21be9365dd_1920x1080,gr_sa_pifo_nonoise_hey,18,3,2,2,1,Novel15.jpg,Novel28.jpg,pifo,left,Novel28.jpg,Novel15.jpg,hey,straight_ahead,NA,test,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,straight_ahead,no_noise,hey,2,27,4,1,5,3,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,adult
fcfa1354c41378d651764b21be9365dd_1920x1080,gr_sa_pifo_nonoise_hey,18,3,2,2,1,Novel15.jpg,Novel28.jpg,pifo,left,Novel28.jpg,Novel15.jpg,hey,straight_ahead,NA,test,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,straight_ahead,no_noise,hey,2,27,4,1,5,3,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,child
5b7de9b6aef8716a18d338ba48d4f8ed_1920x1080,gr_dr_pifo_nonoise_look,19,3,2,3,2,Novel23.jpg,Novel15.jpg,pifo,right,Novel23.jpg,Novel15.jpg,look,right,pifo,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,down_right,no_noise,look,2,27,4,6,4,25,5,12,5,12,5,16,7,9,0,9,28,Composite,adult
5b7de9b6aef8716a18d338ba48d4f8ed_1920x1080,gr_dr_pifo_nonoise_look,19,3,2,3,2,Novel23.jpg,Novel15.jpg,pifo,right,Novel23.jpg,Novel15.jpg,look,right,pifo,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,down_right,no_noise,look,2,27,4,6,4,25,5,12,5,12,5,16,7,9,0,9,28,Composite,child
4f1cb4ec7966c379066e45a248846b6e_1920x1080,gr_sa_pifo_nonoise_look,20,3,2,4,2,Novel15.jpg,Novel20.jpg,pifo,left,Novel20.jpg,Novel15.jpg,look,straight_ahead,NA,test,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,straight_ahead,no_noise,look,3,5,4,11,5,1,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,adult
4f1cb4ec7966c379066e45a248846b6e_1920x1080,gr_sa_pifo_nonoise_look,20,3,2,4,2,Novel15.jpg,Novel20.jpg,pifo,left,Novel20.jpg,Novel15.jpg,look,straight_ahead,NA,test,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,straight_ahead,no_noise,look,3,5,4,11,5,1,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,child
016529f07d848fa745e9b8d82cff371f_1920x1080,gr_dl_pifo_nonoise_hey,21,3,2,5,3,Novel15.jpg,Novel10.jpg,pifo,left,Novel10.jpg,Novel15.jpg,hey,left,pifo,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,down_left,no_noise,hey,3,10,4,6,5,11,5,26,5,26,6,5,8,1,0,10,18,Composite,adult
016529f07d848fa745e9b8d82cff371f_1920x1080,gr_dl_pifo_nonoise_hey,21,3,2,5,3,Novel15.jpg,Novel10.jpg,pifo,left,Novel10.jpg,Novel15.jpg,hey,left,pifo,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,down_left,no_noise,hey,3,10,4,6,5,11,5,26,5,26,6,5,8,1,0,10,18,Composite,child
32b1931535cd1ea5da595c4cb27aaaa5_1920x1080,gr_sa_pifo_nonoise_hey,22,3,2,6,3,Novel15.jpg,Novel14.jpg,pifo,left,Novel14.jpg,Novel15.jpg,hey,straight_ahead,NA,test,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,straight_ahead,no_noise,hey,2,27,4,1,5,3,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,adult
32b1931535cd1ea5da595c4cb27aaaa5_1920x1080,gr_sa_pifo_nonoise_hey,22,3,2,6,3,Novel15.jpg,Novel14.jpg,pifo,left,Novel14.jpg,Novel15.jpg,hey,straight_ahead,NA,test,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,straight_ahead,no_noise,hey,2,27,4,1,5,3,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,child
6da80d8ebd1a642586e9654e795f0700_1920x1080,gr_dr_pifo_nonoise_look,23,3,2,7,4,Novel4.jpg,Novel15.jpg,pifo,right,Novel4.jpg,Novel15.jpg,look,right,pifo,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,down_right,no_noise,look,2,27,4,6,4,25,5,12,5,12,5,16,7,9,0,9,28,Composite,adult
6da80d8ebd1a642586e9654e795f0700_1920x1080,gr_dr_pifo_nonoise_look,23,3,2,7,4,Novel4.jpg,Novel15.jpg,pifo,right,Novel4.jpg,Novel15.jpg,look,right,pifo,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,down_right,no_noise,look,2,27,4,6,4,25,5,12,5,12,5,16,7,9,0,9,28,Composite,child
cad75ddde5147b169479158e6a09f9ac_1920x1080,gr_sa_pifo_nonoise_look,24,3,2,8,4,Novel9.jpg,Novel15.jpg,pifo,right,Novel9.jpg,Novel15.jpg,look,straight_ahead,NA,test,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,straight_ahead,no_noise,look,3,5,4,11,5,1,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,adult
cad75ddde5147b169479158e6a09f9ac_1920x1080,gr_sa_pifo_nonoise_look,24,3,2,8,4,Novel9.jpg,Novel15.jpg,pifo,right,Novel9.jpg,Novel15.jpg,look,straight_ahead,NA,test,gaze,grace,nogaze_gaze_ol_gr,2,yes,pifo,novel,none,straight_ahead,no_noise,look,3,5,4,11,5,1,5,20,5,20,NA,NA,NA,NA,0,7,20,Composite,child
34694e53df2cd2910ed8f00c2389c624_1920x1080,gr_dr_bosa_nonoise_hey,25,4,2,9,1,Novel21.jpg,Novel11.jpg,bosa,right,Novel21.jpg,Novel11.jpg,hey,right,bosa,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,bosa,novel,none,down_right,no_noise,hey,3,7,4,5,5,6,5,24,5,24,6,8,8,5,0,10,24,Composite,adult
34694e53df2cd2910ed8f00c2389c624_1920x1080,gr_dr_bosa_nonoise_hey,25,4,2,9,1,Novel21.jpg,Novel11.jpg,bosa,right,Novel21.jpg,Novel11.jpg,hey,right,bosa,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,bosa,novel,none,down_right,no_noise,hey,3,7,4,5,5,6,5,24,5,24,6,8,8,5,0,10,24,Composite,child
88b929863fc982273476b1cd3c1d00f8_1920x1080,gr_sa_bosa_nonoise_hey,26,4,2,10,1,Novel11.jpg,Novel19.jpg,bosa,left,Novel19.jpg,Novel11.jpg,hey,straight_ahead,NA,test,gaze,grace,nogaze_gaze_ol_gr,2,yes,bosa,novel,none,straight_ahead,no_noise,hey,3,3,4,8,5,10,5,27,5,27,NA,NA,NA,NA,0,7,27,Composite,adult
88b929863fc982273476b1cd3c1d00f8_1920x1080,gr_sa_bosa_nonoise_hey,26,4,2,10,1,Novel11.jpg,Novel19.jpg,bosa,left,Novel19.jpg,Novel11.jpg,hey,straight_ahead,NA,test,gaze,grace,nogaze_gaze_ol_gr,2,yes,bosa,novel,none,straight_ahead,no_noise,hey,3,3,4,8,5,10,5,27,5,27,NA,NA,NA,NA,0,7,27,Composite,child
427f9b2ea5f361959a5d105d4e8161ae_1920x1080,gr_dr_bosa_nonoise_look,27,4,2,11,2,Novel1.jpg,Novel11.jpg,bosa,right,Novel1.jpg,Novel11.jpg,look,right,bosa,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,bosa,novel,none,down_right,no_noise,look,2,17,3,21,4,11,4,29,4,29,5,7,7,0,0,9,13,Composite,adult
427f9b2ea5f361959a5d105d4e8161ae_1920x1080,gr_dr_bosa_nonoise_look,27,4,2,11,2,Novel1.jpg,Novel11.jpg,bosa,right,Novel1.jpg,Novel11.jpg,look,right,bosa,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,bosa,novel,none,down_right,no_noise,look,2,17,3,21,4,11,4,29,4,29,5,7,7,0,0,9,13,Composite,child
3b4c12eb79ec389457192f61202b840b_1920x1080,gr_sa_bosa_nonoise_look,28,4,2,12,2,Novel11.jpg,Novel25.jpg,bosa,left,Novel25.jpg,Novel11.jpg,look,straight_ahead,NA,test,gaze,grace,nogaze_gaze_ol_gr,2,yes,bosa,novel,none,straight_ahead,no_noise,look,3,2,4,13,5,5,5,22,5,22,NA,NA,NA,NA,0,7,22,Composite,adult
3b4c12eb79ec389457192f61202b840b_1920x1080,gr_sa_bosa_nonoise_look,28,4,2,12,2,Novel11.jpg,Novel25.jpg,bosa,left,Novel25.jpg,Novel11.jpg,look,straight_ahead,NA,test,gaze,grace,nogaze_gaze_ol_gr,2,yes,bosa,novel,none,straight_ahead,no_noise,look,3,2,4,13,5,5,5,22,5,22,NA,NA,NA,NA,0,7,22,Composite,child
c4c4528dfff7d58ead60c245dcaff196_1920x1080,gr_dl_bosa_nonoise_hey,29,4,2,13,3,Novel11.jpg,Novel3.jpg,bosa,left,Novel3.jpg,Novel11.jpg,hey,left,bosa,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,bosa,novel,none,down_left,no_noise,hey,3,7,4,5,5,6,5,24,5,24,6,8,8,5,0,10,24,Composite,adult
c4c4528dfff7d58ead60c245dcaff196_1920x1080,gr_dl_bosa_nonoise_hey,29,4,2,13,3,Novel11.jpg,Novel3.jpg,bosa,left,Novel3.jpg,Novel11.jpg,hey,left,bosa,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,bosa,novel,none,down_left,no_noise,hey,3,7,4,5,5,6,5,24,5,24,6,8,8,5,0,10,24,Composite,child
b59e60af9e8c98f69208c8b418958e30_1920x1080,gr_sa_bosa_nonoise_hey,30,4,2,14,3,Novel11.jpg,Novel26.jpg,bosa,left,Novel26.jpg,Novel11.jpg,hey,straight_ahead,NA,test,gaze,grace,nogaze_gaze_ol_gr,2,yes,bosa,novel,none,straight_ahead,no_noise,hey,3,3,4,8,5,10,5,27,5,27,NA,NA,NA,NA,0,7,27,Composite,adult
b59e60af9e8c98f69208c8b418958e30_1920x1080,gr_sa_bosa_nonoise_hey,30,4,2,14,3,Novel11.jpg,Novel26.jpg,bosa,left,Novel26.jpg,Novel11.jpg,hey,straight_ahead,NA,test,gaze,grace,nogaze_gaze_ol_gr,2,yes,bosa,novel,none,straight_ahead,no_noise,hey,3,3,4,8,5,10,5,27,5,27,NA,NA,NA,NA,0,7,27,Composite,child
9f7a652383b3ed6098d08d9a1ade9f9a_1920x1080,gr_dr_bosa_nonoise_look,31,4,2,15,4,Novel12.jpg,Novel11.jpg,bosa,right,Novel12.jpg,Novel11.jpg,look,right,bosa,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,bosa,novel,none,down_right,no_noise,look,2,17,3,21,4,11,4,29,4,29,5,7,7,0,0,9,13,Composite,adult
9f7a652383b3ed6098d08d9a1ade9f9a_1920x1080,gr_dr_bosa_nonoise_look,31,4,2,15,4,Novel12.jpg,Novel11.jpg,bosa,right,Novel12.jpg,Novel11.jpg,look,right,bosa,exposure,gaze,grace,nogaze_gaze_ol_gr,2,yes,bosa,novel,none,down_right,no_noise,look,2,17,3,21,4,11,4,29,4,29,5,7,7,0,0,9,13,Composite,child
